IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
170000251,OTHER OFFENSES,RESISTING ARREST,Sunday,01/01/2017,01:21,STAREHE,"ARREST, BOOKED",2400 Block of SUTTER ST,36.70463562,-1.282889924,"(37.7851939209085, -122.44073180763581)",1.7E+13
170000320,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,01/01/2017,00:30,WESTLANDS,"ARREST, BOOKED",300 Block of POWELL ST,36.82170868,-1.27877108,"(37.78782711372249, -122.40838427554218)",1.7E+13
170000320,ASSAULT,BATTERY,Sunday,01/01/2017,00:30,WESTLANDS,"ARREST, BOOKED",300 Block of POWELL ST,36.82170868,-1.27877108,"(37.78782711372249, -122.40838427554218)",1.7E+13
170000336,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,01/01/2017,02:01,DAGORETTI,NONE,800 Block of BRYANT ST,36.82170868,-1.27877108,"(37.775420706711, -122.40340479147905)",1.7E+13
170000336,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,01/01/2017,02:01,DAGORETTI,NONE,800 Block of BRYANT ST,36.82170868,-1.27877108,"(37.775420706711, -122.40340479147905)",1.7E+13
170000342,NON-CRIMINAL,AIDED CASE,Sunday,01/01/2017,01:30,STAREHE,NONE,1700 Block of CLEMENT ST,36.70463562,-1.282889924,"(37.78227915097291, -122.47791491559964)",1.7E+13
170000358,ASSAULT,BATTERY,Sunday,01/01/2017,01:18,STAREHE,NONE,800 Block of 47TH AV,36.70463562,-1.282889924,"(37.77241189340805, -122.50774902862975)",1.7E+13
170000358,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,01/01/2017,01:18,STAREHE,NONE,800 Block of 47TH AV,36.70463562,-1.282889924,"(37.77241189340805, -122.50774902862975)",1.7E+13
170000364,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,01/01/2017,00:01,MATHARE,NONE,3200 Block of MISSION ST,36.82170868,-1.275338705,"(37.7447254713657, -122.42052630907807)",1.7E+13
170000370,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,01/01/2017,02:05,LANGATA,"ARREST, BOOKED",1500 Block of HAIGHT ST,36.80488586,-1.351193098,"(37.76995495034647, -122.44778307055877)",1.7E+13
170000370,OTHER OFFENSES,RESISTING ARREST,Sunday,01/01/2017,02:05,LANGATA,"ARREST, BOOKED",1500 Block of HAIGHT ST,36.80488586,-1.351193098,"(37.76995495034647, -122.44778307055877)",1.7E+13
170000370,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Sunday,01/01/2017,02:05,LANGATA,"ARREST, BOOKED",1500 Block of HAIGHT ST,36.80488586,-1.351193098,"(37.76995495034647, -122.44778307055877)",1.7E+13
170000386,NON-CRIMINAL,SEARCH WARRANT SERVICE,Sunday,01/01/2017,02:14,MAKADARA,NONE,26TH ST / SHOTWELL ST,36.82170868,-1.297305824,"(37.74923740301593, -122.41486276874411)",1.7E+13
170000392,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/01/2017,02:30,KIBRA,NONE,300 Block of EDDY ST,36.82170868,-1.27877108,"(37.783834437414136, -122.4129305220591)",1.7E+13
170000405,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/01/2017,02:46,MAKADARA,NONE,600 Block of VALENCIA ST,36.82170868,-1.297305824,"(37.762743660114744, -122.42174765046308)",1.7E+13
170000411,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/01/2017,02:10,WESTLANDS,"ARREST, BOOKED",KEARNY ST / BUSH ST,36.82170868,-1.27877108,"(37.790759348924645, -122.40403317723693)",1.7E+13
170000427,ASSAULT,BATTERY,Sunday,01/01/2017,02:14,ROYSAMBU,"ARREST, BOOKED",600 Block of IRVING ST,36.86496735,-1.222822808,"(37.76416171776311, -122.46472256883193)",1.7E+13
170000433,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,01/01/2017,02:26,EMBAKASI,NONE,600 Block of EDDY ST,36.82170868,-1.27877108,"(37.78314989782107, -122.41836018197363)",1.7E+13
170000477,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,01/01/2017,01:36,ROYSAMBU,"ARREST, BOOKED",2200 Block of 46TH AV,36.86496735,-1.222822808,"(37.74455238232007, -122.50488696637139)",1.7E+13
170000477,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/01/2017,01:36,ROYSAMBU,"ARREST, BOOKED",2200 Block of 46TH AV,36.86496735,-1.222822808,"(37.74455238232007, -122.50488696637139)",1.7E+13
170000483,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,01/01/2017,02:16,MATHARE,"ARREST, BOOKED",0 Block of ARGONAUT AV,36.82170868,-1.275338705,"(37.71058510753444, -122.41352598941762)",1.7E+13
170000483,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,01/01/2017,02:16,MATHARE,"ARREST, BOOKED",0 Block of ARGONAUT AV,36.82170868,-1.275338705,"(37.71058510753444, -122.41352598941762)",1.7E+13
170000483,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,01/01/2017,02:16,MATHARE,"ARREST, BOOKED",0 Block of ARGONAUT AV,36.82170868,-1.275338705,"(37.71058510753444, -122.41352598941762)",1.7E+13
170000499,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,01/01/2017,02:30,WESTLANDS,NONE,300 Block of POWELL ST,36.82170868,-1.27877108,"(37.78782711372249, -122.40838427554218)",1.7E+13
170000502,ASSAULT,BATTERY,Sunday,01/01/2017,03:05,WESTLANDS,NONE,400 Block of GEARY ST,36.82170868,-1.27877108,"(37.78709664956634, -122.41072162586977)",1.7E+13
170000502,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,01/01/2017,03:05,WESTLANDS,NONE,400 Block of GEARY ST,36.82170868,-1.27877108,"(37.78709664956634, -122.41072162586977)",1.7E+13
170000530,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/01/2017,03:17,KIBRA,NONE,ELLIS ST / MASON ST,36.82170868,-1.27877108,"(37.78528426843183, -122.40949986110704)",1.7E+13
170000609,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,01/01/2017,03:50,ROYSAMBU,NONE,1400 Block of 44TH AV,36.86496735,-1.222822808,"(37.75957144437977, -122.50364862764486)",1.7E+13
170000609,ASSAULT,FALSE IMPRISONMENT,Sunday,01/01/2017,03:50,ROYSAMBU,NONE,1400 Block of 44TH AV,36.86496735,-1.222822808,"(37.75957144437977, -122.50364862764486)",1.7E+13
170000615,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/01/2017,03:50,MATHARE,"ARREST, BOOKED",200 Block of VIENNA ST,36.82170868,-1.275338705,"(37.72438408834891, -122.42756352615748)",1.7E+13
170000643,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,01/01/2017,03:30,MAKADARA,NONE,1800 Block of 15TH ST,36.82170868,-1.297305824,"(37.76625361023338, -122.42586404606173)",1.7E+13
170000659,ASSAULT,BATTERY,Sunday,01/01/2017,03:43,ROYSAMBU,"ARREST, BOOKED",1900 Block of 33RD AV,36.86496735,-1.222822808,"(37.7507581202493, -122.49134617367876)",1.7E+13
170000659,ASSAULT,THREATS AGAINST LIFE,Sunday,01/01/2017,03:43,ROYSAMBU,"ARREST, BOOKED",1900 Block of 33RD AV,36.86496735,-1.222822808,"(37.7507581202493, -122.49134617367876)",1.7E+13
170000671,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,01/01/2017,04:00,KAMUKUNJI,NONE,2500 Block of SAN BRUNO AV,36.82170868,-1.275338705,"(37.72940755917532, -122.40440718956097)",1.7E+13
170000687,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Sunday,01/01/2017,04:30,LANGATA,NONE,400 Block of SCOTT ST,36.80488586,-1.351193098,"(37.77381139410651, -122.43591604057872)",1.7E+13
170000693,ASSAULT,SHOOTING INTO INHABITED DWELLING OR OCCUPIED VEHICLE,Sunday,01/01/2017,04:38,MAKADARA,NONE,2700 Block of 23RD ST,36.82170868,-1.297305824,"(37.75448050493711, -122.40695931710474)",1.7E+13
170000784,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,01/01/2017,06:30,DAGORETTI,NONE,8TH ST / HARRISON ST,36.82170868,-1.27877108,"(37.77376040316702, -122.40851839453474)",1.7E+13
170000847,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,01/01/2017,00:12,ROYSAMBU,NONE,2600 Block of SAN JOSE AV,36.86496735,-1.222822808,"(37.714807912751674, -122.45162640311061)",1.7E+13
170000869,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,01/01/2017,06:35,EMBAKASI,NONE,3100 Block of GOUGH ST,36.82170868,-1.27877108,"(37.802326967990226, -122.42818635313006)",1.7E+13
170000875,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/01/2017,07:47,DAGORETTI,NONE,6TH ST / FOLSOM ST,36.82170868,-1.27877108,"(37.77850451909179, -122.40561899802177)",1.7E+13
170000881,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Sunday,01/01/2017,07:45,MAKADARA,"ARREST, BOOKED",18TH ST / DOLORES ST,36.82170868,-1.297305824,"(37.761426775747246, -122.42607958054526)",1.7E+13
170000881,OTHER OFFENSES,PROBATION VIOLATION,Sunday,01/01/2017,07:45,MAKADARA,"ARREST, BOOKED",18TH ST / DOLORES ST,36.82170868,-1.297305824,"(37.761426775747246, -122.42607958054526)",1.7E+13
170000881,FRAUD,FALSE ID TO PEACE OFFICER,Sunday,01/01/2017,07:45,MAKADARA,"ARREST, BOOKED",18TH ST / DOLORES ST,36.82170868,-1.297305824,"(37.761426775747246, -122.42607958054526)",1.7E+13
170000950,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,01/01/2017,08:55,WESTLANDS,"ARREST, BOOKED",700 Block of KEARNY ST,36.82170868,-1.27877108,"(37.794647882892306, -122.40490444784115)",1.7E+13
170000950,ASSAULT,THREAT OR FORCE TO RESIST EXECUTIVE OFFICER,Sunday,01/01/2017,08:55,WESTLANDS,"ARREST, BOOKED",700 Block of KEARNY ST,36.82170868,-1.27877108,"(37.794647882892306, -122.40490444784115)",1.7E+13
170001061,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/01/2017,10:20,WESTLANDS,NONE,POWELL ST / NORTHPOINT ST,36.82170868,-1.27877108,"(37.80675790231059, -122.41214331058599)",1.7E+13
170001061,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/01/2017,10:20,WESTLANDS,NONE,POWELL ST / NORTHPOINT ST,36.82170868,-1.27877108,"(37.80675790231059, -122.41214331058599)",1.7E+13
170001077,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/01/2017,10:05,EMBAKASI,NONE,LOMBARD ST / LARKIN ST,36.82170868,-1.27877108,"(37.80175868680079, -122.42126135847985)",1.7E+13
170001102,WARRANTS,ENROUTE TO U.S. MARSHALL,Sunday,01/01/2017,09:40,KAMUKUNJI,"ARREST, BOOKED",THORNTON AV / FLORA ST,36.82170868,-1.275338705,"(37.730980345531954, -122.39453297097391)",1.7E+13
170001118,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/01/2017,10:30,EMBAKASI,NONE,GOLDEN GATE AV / LAGUNA ST,36.82170868,-1.27877108,"(37.78019211889175, -122.42701962848793)",1.7E+13
170001152,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,01/01/2017,11:03,DAGORETTI,EXCEPTIONAL CLEARANCE,1300 Block of MARKET ST,36.82170868,-1.27877108,"(37.777074192256045, -122.41699108964418)",1.7E+13
170001168,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,01/01/2017,11:07,MAKADARA,NONE,MISSION ST / 16TH ST,36.82170868,-1.297305824,"(37.76505012146682, -122.41967178029562)",1.7E+13
170001168,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,01/01/2017,11:07,MAKADARA,NONE,MISSION ST / 16TH ST,36.82170868,-1.297305824,"(37.76505012146682, -122.41967178029562)",1.7E+13
170001174,WARRANTS,ENROUTE TO PAROLE OFFICER,Sunday,01/01/2017,11:24,KAMUKUNJI,"ARREST, BOOKED",1400 Block of MENDELL ST,36.82170868,-1.275338705,"(37.734243994877076, -122.3905779773482)",1.7E+13
170001174,WARRANTS,WARRANT ARREST,Sunday,01/01/2017,11:24,KAMUKUNJI,"ARREST, BOOKED",1400 Block of MENDELL ST,36.82170868,-1.275338705,"(37.734243994877076, -122.3905779773482)",1.7E+13
170001174,NON-CRIMINAL,SEARCH WARRANT SERVICE,Sunday,01/01/2017,11:24,KAMUKUNJI,"ARREST, BOOKED",1400 Block of MENDELL ST,36.82170868,-1.275338705,"(37.734243994877076, -122.3905779773482)",1.7E+13
170001215,ASSAULT,BATTERY,Sunday,01/01/2017,11:14,DAGORETTI,"ARREST, BOOKED",11TH ST / MISSION ST,36.82170868,-1.27877108,"(37.774324286790765, -122.41710489555551)",1.7E+13
170001237,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,01/01/2017,11:00,KAMUKUNJI,"ARREST, BOOKED",0 Block of COMMER CT,36.82170868,-1.275338705,"(37.732638427048826, -122.384953741035)",1.7E+13
170001237,ASSAULT,THREATS AGAINST LIFE,Sunday,01/01/2017,11:00,KAMUKUNJI,"ARREST, BOOKED",0 Block of COMMER CT,36.82170868,-1.275338705,"(37.732638427048826, -122.384953741035)",1.7E+13
170001243,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,01/01/2017,11:56,EMBAKASI,NONE,500 Block of HAIGHT ST,36.82170868,-1.27877108,"(37.77205497555372, -122.43128996913616)",1.7E+13
170001259,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Sunday,01/01/2017,11:40,WESTLANDS,NONE,POWELL ST / GEARY ST,36.82170868,-1.27877108,"(37.787359494955986, -122.40823102626115)",1.7E+13
170001265,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/01/2017,09:45,MAKADARA,NONE,19TH ST / LEXINGTON ST,36.82170868,-1.297305824,"(37.76014720423527, -122.4206626599902)",1.7E+13
170001287,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Sunday,01/01/2017,00:23,EMBAKASI,NONE,POLK ST / MYRTLE ST,36.82170868,-1.27877108,"(37.78543273139285, -122.41964142042853)",1.7E+13
170001293,ROBBERY,"ROBBERY, ARMED WITH A GUN",Sunday,01/01/2017,12:15,MATHARE,NONE,CORTLAND AV / PROSPECT AV,36.82170868,-1.275338705,"(37.74022056920986, -122.42085671633986)",1.7E+13
170001356,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/01/2017,11:15,EMBAKASI,NONE,2300 Block of BAY ST,36.82170868,-1.27877108,"(37.8015741248208, -122.44573808046123)",1.7E+13
170001356,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/01/2017,11:15,EMBAKASI,NONE,2300 Block of BAY ST,36.82170868,-1.27877108,"(37.8015741248208, -122.44573808046123)",1.7E+13
170001390,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/01/2017,13:11,EMBAKASI,"ARREST, BOOKED",FILLMORE ST / CALIFORNIA ST,36.82170868,-1.27877108,"(37.78890624337852, -122.433843066298)",1.7E+13
170001403,NON-CRIMINAL,LOST PROPERTY,Sunday,01/01/2017,02:00,WESTLANDS,NONE,300 Block of GEARY ST,36.82170868,-1.27877108,"(37.78730642044395, -122.40907715726053)",1.7E+13
170001453,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,01/01/2017,13:12,MATHARE,NONE,5000 Block of MISSION ST,36.82170868,-1.275338705,"(37.71745801367185, -122.44038822919362)",1.7E+13
170001538,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,01/01/2017,13:52,KAMUKUNJI,NONE,HARBOR RD / NORTHRIDGE RD,36.82170868,-1.275338705,"(37.731010976896, -122.37700207993551)",1.7E+13
170001544,MISSING PERSON,MISSING ADULT,Sunday,01/01/2017,12:30,EMBAKASI,NONE,1300 Block of ELLIS ST,36.82170868,-1.27877108,"(37.78263358219849, -122.42992833014205)",1.7E+13
170001544,MISSING PERSON,FOUND PERSON,Sunday,01/01/2017,12:30,EMBAKASI,NONE,1300 Block of ELLIS ST,36.82170868,-1.27877108,"(37.78263358219849, -122.42992833014205)",1.7E+13
170001550,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,01/01/2017,13:51,MAKADARA,"ARREST, BOOKED",DUBOCE AV / PEARL ST,36.82170868,-1.297305824,"(37.76978132928677, -122.4238220049673)",1.7E+13
170001550,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/01/2017,13:51,MAKADARA,"ARREST, BOOKED",DUBOCE AV / PEARL ST,36.82170868,-1.297305824,"(37.76978132928677, -122.4238220049673)",1.7E+13
170001572,"SEX OFFENSES, FORCIBLE","PENETRATION, FORCED, WITH OBJECT",Sunday,01/01/2017,00:01,KAMUKUNJI,NONE,900 Block of MARIN ST,36.82170868,-1.275338705,"(37.74914790182832, -122.38597316349687)",1.7E+13
170001588,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,01/01/2017,14:06,DAGORETTI,"ARREST, BOOKED",800 Block of HOWARD ST,36.82170868,-1.27877108,"(37.78232358976164, -122.40379325948861)",1.7E+13
170001588,WARRANTS,WARRANT ARREST,Sunday,01/01/2017,14:06,DAGORETTI,"ARREST, BOOKED",800 Block of HOWARD ST,36.82170868,-1.27877108,"(37.78232358976164, -122.40379325948861)",1.7E+13
170001607,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Sunday,01/01/2017,13:14,EMBAKASI,"ARREST, BOOKED",VANNESS AV / HAYES ST,36.82170868,-1.27877108,"(37.77730095260028, -122.41969772169143)",1.7E+13
170001607,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,01/01/2017,13:14,EMBAKASI,"ARREST, BOOKED",VANNESS AV / HAYES ST,36.82170868,-1.27877108,"(37.77730095260028, -122.41969772169143)",1.7E+13
170001629,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,01/01/2017,14:20,MAKADARA,NONE,0 Block of HOFF ST,36.82170868,-1.297305824,"(37.76418194637122, -122.42057572093287)",1.7E+13
170001635,MISSING PERSON,MISSING ADULT,Sunday,01/01/2017,11:00,MAKADARA,NONE,3500 Block of CESAR CHAVEZ ST,36.82170868,-1.297305824,"(37.747999449322556, -122.4208326503028)",1.7E+13
170001657,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,01/01/2017,14:36,WESTLANDS,"ARREST, BOOKED",0 Block of GEARY ST,36.82170868,-1.27877108,"(37.78791852642291, -122.40427756818649)",1.7E+13
170001663,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,01/01/2017,14:00,WESTLANDS,NONE,HYDE ST / PINE ST,36.82170868,-1.27877108,"(37.790045901716795, -122.41720963943001)",1.7E+13
170001679,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,01/01/2017,13:00,MATHARE,NONE,100 Block of BROOKDALE AV,36.82170868,-1.275338705,"(37.710304515128776, -122.42309827021731)",1.7E+13
170001685,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/01/2017,12:00,DAGORETTI,NONE,15TH ST / RHODEISLAND ST,36.82170868,-1.27877108,"(37.767372712884864, -122.40281085141493)",1.7E+13
170001754,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,01/01/2017,14:45,MAKADARA,NONE,16TH ST / WIESE ST,36.82170868,-1.297305824,"(37.76499686229371, -122.4205804401108)",1.7E+13
170001760,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,01/01/2017,13:00,DAGORETTI,NONE,0 Block of THE EMBARCADEROSOUTH ST,36.82170868,-1.27877108,"(37.783310406701474, -122.3883798739193)",1.7E+13
170001760,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,01/01/2017,13:00,DAGORETTI,NONE,0 Block of THE EMBARCADEROSOUTH ST,36.82170868,-1.27877108,"(37.783310406701474, -122.3883798739193)",1.7E+13
170001776,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/01/2017,15:44,MATHARE,"ARREST, BOOKED",SAN JOSE AV / SAINT MARYS AV,36.82170868,-1.275338705,"(37.73499402405651, -122.42853855370983)",1.7E+13
170001782,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,01/01/2017,15:20,MAKADARA,NONE,15TH ST / UTAH ST,36.82170868,-1.297305824,"(37.76714262091541, -122.40668049542991)",1.7E+13
170001839,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,01/01/2017,15:25,MATHARE,NONE,0 Block of ADDISON ST,36.82170868,-1.275338705,"(37.737758282480755, -122.43251326834076)",1.7E+13
170001845,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/01/2017,16:30,MAKADARA,NONE,NOE ST / MARKET ST,36.82170868,-1.297305824,"(37.764193779024225, -122.43307515240313)",1.7E+13
170001867,ASSAULT,MAYHEM WITH BODILY FORCE,Sunday,01/01/2017,16:15,WESTLANDS,"ARREST, BOOKED",300 Block of STOCKTON ST,36.82170868,-1.27877108,"(37.789226079954844, -122.40684419002675)",1.7E+13
170001889,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,01/01/2017,16:23,DAGORETTI,"ARREST, BOOKED",HARRISON ST / 12TH ST,36.82170868,-1.27877108,"(37.770052787859626, -122.41304974089442)",1.7E+13
170001889,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/01/2017,16:23,DAGORETTI,"ARREST, BOOKED",HARRISON ST / 12TH ST,36.82170868,-1.27877108,"(37.770052787859626, -122.41304974089442)",1.7E+13
170001895,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,01/01/2017,14:12,DAGORETTI,"ARREST, BOOKED",900 Block of MARKET ST,36.82170868,-1.27877108,"(37.7835699386918, -122.40842111692214)",1.7E+13
170001908,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,01/01/2017,16:14,LANGATA,NONE,200 Block of PARNASSUS AV,36.80488586,-1.351193098,"(37.764504838130314, -122.4530683485962)",1.7E+13
170001914,OTHER OFFENSES,RESISTING ARREST,Sunday,01/01/2017,16:21,MAKADARA,NONE,1000 Block of POTRERO AV,36.82170868,-1.297305824,"(37.75648641093089, -122.40653911514814)",1.7E+13
170001920,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,01/01/2017,15:20,MAKADARA,UNFOUNDED,2300 Block of 16TH ST,36.82170868,-1.297305824,"(37.76571843952822, -122.40952991327822)",1.7E+13
170001936,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Sunday,01/01/2017,16:32,DAGORETTI,"ARREST, BOOKED",1000 Block of MARKET ST,36.82170868,-1.27877108,"(37.781270743449376, -122.41133956255712)",1.7E+13
170001936,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Sunday,01/01/2017,16:32,DAGORETTI,"ARREST, BOOKED",1000 Block of MARKET ST,36.82170868,-1.27877108,"(37.781270743449376, -122.41133956255712)",1.7E+13
